,Op. In./(NWC+FA),Op. In./Interest Expense,Working Capital Ratio,RoE,Cash Ratio,Asset Turnover,Gross Profit Margin
0,0.5088885769824825,0.40037652537442264,0.0398789270979268,0.7742572643158392,0.02606192095525727,1.4938966540776938e-06,0.0001978802359872406
1,0.5089550936163861,0.4004591908631137,0.03422144827857503,0.7743086500514191,0.02281390670471539,1.3420574939789282e-06,0.00019808856385261913
2,0.5089977537435681,0.4006304170488028,0.03406810496852065,0.7741948389799442,0.02064612804386464,1.3580900241731536e-06,0.00019817662792416505
3,0.5093269590299945,0.40063626831843774,0.015894715179934158,0.7744409687393157,0.007148865844245985,1.3799026485459686e-06,0.00019814911514411218
4,0.5086657520908661,0.4002224706414619,0.011690055990922734,0.7740043071643927,0.003253406905182138,2.2700290213858695e-07,0.0001930373340418392
5,0.5088488348814716,0.4004701709069035,0.013510432576667598,0.7741362942717044,0.004493054350676992,2.896735630531853e-07,0.00019400704588379766
6,0.5089779743347497,0.40053720559120753,0.014682387008417447,0.7741392679658093,0.004102546464146828,3.6565750680239877e-07,0.00019429077087569245
7,0.5087608547531742,0.4003262387994319,0.014278609492921729,0.7737853553471534,0.0036900538839061215,2.994078590956687e-07,0.00019339356978114738
8,0.5088984134173662,0.4002988918565734,0.007715322797834175,0.7751984287327225,0.0049322170929439035,2.9294496702473976e-07,0.0001953786372042907
9,0.5087744704517291,0.40024824946928983,0.00494774960271582,0.7609407216141989,0.002830197898981227,2.9675002773381566e-07,0.000198132098274848
10,0.5087972272855887,0.4002541722216845,0.00464561914301149,0.7516058949481956,0.0022481502976185886,2.9710889684078297e-07,0.00019477201087913444
11,0.508611536907203,0.4001933152335635,0.0702879215606976,0.77368435026737,0.06664030635173492,1.1435832768103339e-09,0.0006461467634780807
12,0.508755865630441,0.40047521078421816,0.027235549788556468,0.7743021897182517,0.009018374616597234,4.110232667841507e-07,0.0001953900904554118
13,0.5089758753370087,0.40261315567264705,0.033678791158799466,0.7744351827681413,0.012625699380717375,4.387923908788558e-07,0.00019672366058568586
14,0.508569122800557,0.3999669516088417,0.02601612120086312,0.7740758115812225,0.007733648743284824,2.594289077712223e-07,0.0001953196231546951
15,0.5084079995148463,0.4000056433462066,0.021880110475073614,0.7737065234705264,0.007063905099624556,1.7452935452865822e-07,0.00019418697084788735
16,0.5090114752413947,0.40043074117799493,0.014588206745504949,0.7743340468029987,0.0003956557835399977,1.5028013337880563e-06,0.00019685398916370023
17,0.5088677177204877,0.4003697200748881,0.01616671028074464,0.7743051315264287,0.0016909797006205178,1.527476623056536e-06,0.0001967352575205366
18,0.5088659446249275,0.4003870793804573,0.016227196952351218,0.7742738755333658,0.0024823247886827924,1.589854508318866e-06,0.00019679601376973335
19,0.5089934211811814,0.4004984392022665,0.013186767249678542,0.7743019174823524,0.001006013729693677,1.538966981594278e-06,0.00019676724262912025
20,0.5102368090383909,0.4441415529099873,0.014023330677909208,0.7746465547273156,0.009145568734968173,1.8137120431076099e-06,0.00019614290814528858
21,0.5096180864881951,0.4470011244199762,0.015966796134865957,0.7750468261537186,0.010234244986133375,1.5812963788449331e-06,0.00019597741955916983
22,0.5088435895870382,0.40031325347626884,0.006567836184142601,0.7741291196934973,0.002440649295649492,1.1802985714212444e-07,0.00019768171435864419
23,0.5088508378991159,0.4003140402416792,0.008247298751204326,0.7742825118024587,0.004288865930144964,1.2237551107901527e-07,0.00019767387134243165
24,0.5088133820219758,0.4002881169933625,0.007984703014984464,0.7742919236953519,0.003120026327576811,1.363216337335892e-07,0.00019746122915784817
25,0.508896554406049,0.4002307217379933,0.07228629471769016,0.7742794181330365,0.04597250455113164,1.5066923160558205e-06,0.00019828797997277711
26,0.510597015960318,0.40037211473979534,0.013221654231902644,0.775724857251051,0.006329236835954309,2.2868527399489457e-06,0.00020087356808026093
27,0.5125136862657933,0.4003034247695619,0.01019019323701546,0.7730266802090707,0.0050311734577266915,2.5809072505131978e-06,0.00020105681704041142
28,0.5091519196612678,0.40035488565370103,0.03294083630845422,0.7725685589533497,0.027562568071390754,2.5514171738775513e-06,0.00020121492611073057
29,0.5058458267630325,0.40041012429192935,0.009371059780320507,0.7751411204291404,0.0011669436124244193,2.179489178502312e-05,0.0001913859591189022
30,0.5044368153274414,0.40044426954465184,0.009394789357996763,0.7743638480410618,0.0009769736635335017,1.9350391153724116e-05,0.00019139371183732475
31,0.47843474775901385,0.40036898860602155,0.009632184916477785,0.7749415721471934,0.000962273005268646,2.0160505620873905e-05,0.00019136450718453842
32,0.517903706110399,0.40042382326352977,0.009859079787535915,0.7745356844278646,0.0012272847000542291,2.3043415150467097e-05,0.00019137959823004597
33,0.5080071056367971,0.4002461926157324,0.003310691483161793,0.7738182054513404,0.0005073104212956891,1.4724257367791526e-06,0.00019998961844941004
34,0.5075078659096907,0.40088650478417914,0.04525683103347922,0.7734208985776272,0.04491568886114105,7.212060785316792e-08,0.0026088202265857246
35,0.5075446237370833,0.4018861401903964,0.035465255064310565,0.7734134379917094,0.03593583032075814,0.00011400774770732476,0.00019210109171607077
36,0.509038076791666,0.4002679376324427,0.01250169855115255,0.7750265910937497,3.31091767709833e-05,1.8187028516575166e-06,0.00019313645926341167
37,0.5090103574212912,0.40026291188109964,0.012756582629425821,0.7746412523469061,4.778840546294522e-05,1.7582982555592248e-06,0.0001931543122719233
38,0.509020544680712,0.4002620381008766,0.012353334372604852,0.7746446555260138,6.852138556387625e-05,1.7624533899484201e-06,0.00019311366639682175
39,0.5090038456688389,0.40026146746033586,0.013323467560455552,0.77453497261207,3.0199102068472516e-05,1.8006145015937722e-06,0.000193135565253107
40,0.5088549762320347,0.4003294836864067,0.017220233932169243,0.774178468976356,0.0009645337011428204,1.4288063473867446e-05,0.00019238716021981008
41,0.508813599308729,0.4002749113914346,0.0169024879854192,0.7740903028392225,0.0008916562988897972,8.657852276174995e-06,0.00019238378145505558
42,0.5090108736734131,0.40024347904118734,0.015320516783883338,0.7741918478542497,0.0005309146747400198,1.0446303365655748e-05,0.0001924218350309951
43,0.5092369833006981,0.4002742191167307,0.014655133011207936,0.7742162651076056,0.0006975853442295248,9.822620799330342e-06,0.0001924829935334436
44,0.5090019368164461,0.40026414270547983,0.048690993634280935,0.7742674509207244,0.03553912830685501,1.1524996764547778e-06,0.00020207009975599906
45,0.5090570010502551,0.40031319248315467,0.060512762906036466,0.774342019111637,0.046026561127603845,1.1512311402592924e-06,0.00020197240728429846
46,0.5090801104983671,0.4003627371585101,0.06623547636425851,0.7745210441020741,0.04991064817075604,1.2054585897551656e-06,0.00020194134517084462
47,0.5087975348396292,0.4003678810639039,0.04168142857137101,0.7741923937975811,0.030331798037128394,8.303804950042356e-07,0.00019846436105761423
48,0.5087377063492897,0.4002336281130379,0.023436985262144456,0.7741102041942373,0.011602208049656794,8.179802591528637e-07,0.00019819728982664725
49,0.5090252071404524,0.40028771829225507,0.016832357092780425,0.7742073420970509,0.004878312510987546,9.185006388404241e-07,0.00019869080180758713
50,0.5091379629994037,0.4003373563489536,0.014951909352677003,0.7742713984252941,0.004100558392358227,9.01698981416262e-07,0.0001987015163824797
51,0.5087839584337828,0.40020260261814505,0.02770848448614423,0.7741369906849306,0.014296957145499797,8.035028645466562e-06,0.0001958648156007796
52,0.5085780175072884,0.4001974208344411,0.03278921484310618,0.7725643295103565,0.016221504533511556,7.489605476139921e-06,0.00019496169344564735
53,0.5074609683620168,0.4014737738759516,0.12984040566563135,0.7711086925423987,0.13271144922049513,4.876735864057846e-08,0.00505258290181162
54,0.5077951687234756,0.40116979834769295,0.09169364299564545,0.7733582330169869,0.09294355897334514,1.9951971098961698e-07,0.0008684439485459565
55,0.5078024630751978,0.40063824470238873,0.11920851275736384,0.7736377203133231,0.11930044395348298,1.3312231087421898e-07,0.0014102825374946648
56,0.5086099879973597,0.4002137359759595,0.04712878824220926,0.7741025051127516,0.04545313917496751,2.2469189924785514e-09,0.0004231298055621234
57,0.5086061712374812,0.40023203059977436,0.0852051818342586,0.7740997778592884,0.0741393836049196,1.9359861380271186e-09,0.0004603183475488491
58,0.5086089812355709,0.4002163278444935,0.1188128513305409,0.7739862841230307,0.11480285010399334,1.637744420492084e-09,0.0005092180862350502
59,0.5086113716093869,0.40020842552968566,0.06071988160179938,0.7741511218744382,0.05832930790091587,1.5963540080488727e-09,0.0005174439499002493
60,0.5087904655384651,0.40059596783761453,0.027641423028641574,0.7741856356426521,0.009107696759722611,4.834378617610513e-07,0.0001935204218567214
61,0.5078188039910657,0.40194506015055903,0.13338821080376456,0.7732624101096754,0.13366601899317326,1.2779005343415672e-06,0.00020182251258430903
